

/Gem Systems GSM-19GW 9013065 v7.0 8 XII 2008 M ew5fpl.v7s                         
/ID 1 file 01survey.wg  15 II 00
/00112 sensor distance cm 
/X Y nT nT/m sq cor-nT time picket-x picket-y 
 0  0  32966.74 -0187.22 39 * 003132.0 * * 
 0  0  32971.09 -0180.05 39 * 003134.0 * * 
 0  0  32975.56 -0098.89 69 * 003136.0 * * 
 0  0  32691.49 -0211.95 99 * 003138.0 * * 
 0  0  32717.91 -0159.91 89 * 003140.0 * * 
 0  0  32806.54 -0091.74 99 * 003142.0 * * 
 0  0  32820.46 -0088.73 69 * 003144.0 * * 
 0  0  32788.18 -0099.99 79 * 003146.0 * * 
 0  0  32730.26 -0110.56 59 * 003148.0 * * 
 0  0  32729.50 -0112.40 59 * 003150.0 * * 
 0  0  32730.06 -0112.37 59 * 003152.0 * * 
 0  0  32730.65 -0111.84 59 * 003154.0 * * 
 0  0  32730.59 -0112.02 59 * 003156.0 * * 
 0  0  32731.23 -0111.38 59 * 003158.0 * * 
/ 003213.0 b3
 0  0  32731.01 -0111.53 59 * 003224.0 * * 
 0  0  32729.11 -0113.69 59 * 003226.0 * * 
 0  0  32797.53 -0098.68 79 * 003228.0 * * 
 0  0  32616.35 -0185.72 99 * 003230.0 * * 
 0  0  32674.31 -0150.68 89 * 003232.0 * * 
 0  0  32738.79 -0144.33 69 * 003234.0 * * 
 0  0  32655.42 -0188.73 59 * 003236.0 * * 
 0  0  32654.05 -0189.99 59 * 003238.0 * * 
 0  0  32654.14 -0189.19 59 * 003240.0 * * 
 0  0  32654.06 -0189.56 59 * 003242.0 * * 
 0  0  32654.37 -0189.33 69 * 003244.0 * * 
 0  0  32654.38 -0189.46 69 * 003246.0 * * 
/ 003302.0 c3
 0  0  32654.96 -0188.65 59 * 003314.0 * * 
 0  0  32654.73 -0190.04 59 * 003316.0 * * 
 0  0  32754.77 -0133.16 79 * 003318.0 * * 
 0  0  33108.59  0036.97 59 * 003320.0 * * 
 0  0  33736.49  0383.46 49 * 003322.0 * * 
 0  0  33773.26  0382.43 39 * 003324.0 * * 
 0  0  33988.67  0495.46 39 * 003326.0 * * 
 0  0  34003.31  0504.58 39 * 003328.0 * * 
 0  0  33998.98  0502.74 39 * 003330.0 * * 
 0  0  33996.10  0502.92 39 * 003332.0 * * 
 0  0  33995.94  0502.91 39 * 003334.0 * * 
 0  0  33995.51  0503.00 39 * 003336.0 * * 
 0  0  33995.83  0503.26 39 * 003338.0 * * 
 0  0  33995.13  0502.79 39 * 003340.0 * * 
 0  0  33995.39  0502.83 39 * 003342.0 * * 
 0  0  33995.89  0503.59 39 * 003344.0 * * 
/ 003359.0 d3
 0  0  33996.66  0501.27 39 * 003412.0 * * 
 0  0  33999.61  0503.25 39 * 003414.0 * * 
 0  0  33998.68  0503.14 39 * 003416.0 * * 
 0  0  33998.57  0505.65 39 * 003418.0 * * 
 0  0  33719.86  0371.16 59 * 003420.0 * * 
 0  0  33499.35  0245.80 99 * 003422.0 * * 
 0  0  33296.31  0150.96 79 * 003424.0 * * 
 0  0  32710.75 -0199.58 79 * 003426.0 * * 
 0  0  32224.26 -0467.56 49 * 003428.0 * * 
 0  0  31975.85 -0610.60 39 * 003430.0 * * 
 0  0  31974.43 -0612.06 39 * 003432.0 * * 
 0  0  31973.82 -0614.05 39 * 003434.0 * * 
 0  0  31975.94 -0612.65 39 * 003436.0 * * 
 0  0  31975.90 -0612.71 39 * 003438.0 * * 
 0  0  31975.23 -0613.50 39 * 003440.0 * * 
 0  0  31975.74 -0612.65 39 * 003442.0 * * 
/ 003458.0 e3
 0  0  31975.95 -0612.85 39 * 003510.0 * * 
 0  0  31973.12 -0615.00 39 * 003512.0 * * 
 0  0  32516.79 -0326.55 79 * 003514.0 * * 
 0  0  32772.95 -0151.18 59 * 003516.0 * * 
 0  0  32914.27 -0152.30 39 * 003518.0 * * 
 0  0  33329.99  0158.19 59 * 003520.0 * * 
 0  0  33357.27  0156.32 69 * 003522.0 * * 
 0  0  33175.23  0110.88 49 * 003524.0 * * 
 0  0  32764.14 -0111.52 49 * 003526.0 * * 
 0  0  32633.66 -0205.03 79 * 003528.0 * * 
 0  0  32511.02 -0263.58 69 * 003530.0 * * 
 0  0  32501.60 -0269.56 69 * 003532.0 * * 
 0  0  32501.13 -0269.87 69 * 003534.0 * * 
 0  0  32501.17 -0269.82 69 * 003536.0 * * 
 0  0  32501.36 -0269.89 69 * 003538.0 * * 
 0  0  32501.41 -0269.58 69 * 003540.0 * * 
/ 003557.0 f3
 0  0  32500.67 -0269.66 69 * 003608.0 * * 
 0  0  32501.70 -0269.57 69 * 003610.0 * * 
 0  0  32626.42 -0216.13 89 * 003612.0 * * 
 0  0  32379.64 -0319.93 59 * 003614.0 * * 
 0  0  32775.90 -0058.09 69 * 003616.0 * * 
 0  0  33537.54  0291.93 59 * 003618.0 * * 
 0  0  33872.95  0414.48 39 * 003620.0 * * 
 0  0  34175.28  0586.43 39 * 003622.0 * * 
 0  0  34170.29  0581.84 39 * 003624.0 * * 
 0  0  34169.99  0582.51 39 * 003626.0 * * 
 0  0  34170.17  0582.49 39 * 003628.0 * * 
 0  0  34170.39  0582.73 39 * 003630.0 * * 
 0  0  34170.67  0582.93 39 * 003632.0 * * 
 0  0  34170.92  0583.08 39 * 003634.0 * * 
/ 003650.0 g3
 0  0  34171.07  0583.51 39 * 003700.0 * * 
 0  0  34174.58  0585.13 39 * 003702.0 * * 
 0  0  34072.24  0552.24 39 * 003704.0 * * 
 0  0  33714.90  0263.53 99 * 003706.0 * * 
 0  0  33434.26  0074.58 99 * 003708.0 * * 
 0  0  33527.14  0096.27 99 * 003710.0 * * 
 0  0  33502.35  0061.84 69 * 003712.0 * * 
 0  0  33511.31  0067.01 69 * 003714.0 * * 
 0  0  33502.23  0059.16 79 * 003716.0 * * 
 0  0  33502.75  0058.88 79 * 003718.0 * * 
 0  0  33503.11  0059.39 79 * 003720.0 * * 
 0  0  33503.09  0059.43 69 * 003722.0 * * 
 0  0  33502.66  0059.00 79 * 003724.0 * * 
 0  0  33503.07  0059.16 79 * 003726.0 * * 
/ 003742.0 g4
 0  0  33511.43  0067.60 69 * 003800.0 * * 
 0  0  33511.29  0067.76 69 * 003802.0 * * 
 0  0  33542.45  0094.89 79 * 003804.0 * * 
 0  0  33300.74 -0001.50 79 * 003806.0 * * 
 0  0  33053.70  0012.63 99 * 003808.0 * * 
 0  0  33014.74 -0046.85 99 * 003810.0 * * 
 0  0  33200.15  0059.65 99 * 003812.0 * * 
 0  0  33235.61  0054.42 99 * 003814.0 * * 
 0  0  33227.85  0047.35 89 * 003816.0 * * 
 0  0  33222.70  0042.99 89 * 003818.0 * * 
 0  0  33222.64  0043.52 79 * 003820.0 * * 
 0  0  33222.05  0043.15 79 * 003822.0 * * 
 0  0  33222.16  0043.47 79 * 003824.0 * * 
 0  0  33222.11  0043.25 79 * 003826.0 * * 
 0  0  33222.07  0043.41 79 * 003828.0 * * 
 0  0  33222.00  0043.36 79 * 003830.0 * * 
/ 003845.0 f4
 0  0  33233.67  0058.46 99 * 003856.0 * * 
 0  0  33283.68  0105.83 79 * 003858.0 * * 
 0  0  33276.05  0062.94 99 * 003900.0 * * 
 0  0  33124.85 -0038.23 99 * 003902.0 * * 
 0  0  33283.70  0119.98 99 * 003904.0 * * 
 0  0  33305.15  0138.03 99 * 003906.0 * * 
 0  0  33308.30  0132.83 89 * 003908.0 * * 
 0  0  33377.34  0186.07 99 * 003910.0 * * 
 0  0  33367.31  0176.89 99 * 003912.0 * * 
 0  0  33364.67  0174.86 99 * 003914.0 * * 
 0  0  33364.11  0175.10 99 * 003916.0 * * 
 0  0  33364.16  0174.96 99 * 003918.0 * * 
 0  0  33363.92  0175.02 99 * 003920.0 * * 
 0  0  33364.13  0174.92 99 * 003922.0 * * 
/ 003937.0 e4
 0  0  33370.73  0179.66 99 * 003950.0 * * 
 0  0  33246.16  0116.13 99 * 003952.0 * * 
 0  0  32930.46 -0084.85 69 * 003954.0 * * 
 0  0  32491.58 -0343.22 29 * 003956.0 * * 
 0  0  31932.19 -0648.86 39 * 003958.0 * * 
 0  0  31665.09 -0829.43 29 * 004000.0 * * 
 0  0  32251.94 -0477.09 39 * 004002.0 * * 
 0  0  32617.81 -0226.45 39 * 004004.0 * * 
 0  0  32985.51  0028.52 79 * 004006.0 * * 
 0  0  32918.98 -0035.61 99 * 004008.0 * * 
 0  0  32888.82 -0022.54 59 * 004010.0 * * 
 0  0  32881.93 -0024.78 69 * 004012.0 * * 
 0  0  32877.75 -0029.99 69 * 004014.0 * * 
 0  0  32878.02 -0029.53 69 * 004016.0 * * 
 0  0  32877.57 -0030.41 69 * 004018.0 * * 
 0  0  32878.30 -0029.57 69 * 004020.0 * * 
 0  0  32877.99 -0030.01 69 * 004022.0 * * 
 0  0  32878.48 -0029.38 69 * 004024.0 * * 
 0  0  32878.26 -0029.78 69 * 004026.0 * * 
 0  0  32878.22 -0029.71 69 * 004028.0 * * 
 0  0  32878.06 -0029.96 69 * 004030.0 * * 
 0  0  32878.15 -0029.83 69 * 004032.0 * * 
 0  0  32878.11 -0029.91 69 * 004034.0 * * 
 0  0  32878.15 -0029.58 69 * 004036.0 * * 
/ 004051.0 d4
 0  0  32882.45 -0024.94 69 * 004104.0 * * 
 0  0  32896.13 -0015.14 69 * 004106.0 * * 
 0  0  32938.14 -0014.31 99 * 004108.0 * * 
 0  0  33189.25  0091.04 99 * 004110.0 * * 
 0  0  33401.84  0181.95 99 * 004112.0 * * 
 0  0  33440.45  0191.42 79 * 004114.0 * * 
 0  0  33517.76  0229.66 69 * 004116.0 * * 
 0  0  33524.11  0232.04 69 * 004118.0 * * 
 0  0  33521.75  0229.53 69 * 004120.0 * * 
 0  0  33522.82  0230.52 69 * 004122.0 * * 
 0  0  33523.29  0230.70 69 * 004124.0 * * 
 0  0  33522.96  0230.72 69 * 004126.0 * * 
/ 004144.0 c4
 0  0  33527.26  0234.91 69 * 004156.0 * * 
 0  0  33527.84  0236.08 69 * 004158.0 * * 
 0  0  33531.03  0239.08 69 * 004200.0 * * 
 0  0  33530.26  0238.91 69 * 004202.0 * * 
 0  0  33457.73  0193.72 79 * 004204.0 * * 
 0  0  33485.33  0237.06 69 * 004206.0 * * 
 0  0  33218.73  0074.61 99 * 004208.0 * * 
 0  0  33257.14  0099.23 99 * 004210.0 * * 
 0  0  33316.67  0135.09 99 * 004212.0 * * 
 0  0  33302.85  0124.45 99 * 004214.0 * * 
 0  0  33301.89  0123.85 99 * 004216.0 * * 
 0  0  33301.89  0124.44 99 * 004218.0 * * 
 0  0  33301.70  0123.65 99 * 004220.0 * * 
 0  0  33301.84  0124.11 99 * 004222.0 * * 
 0  0  33301.79  0123.44 99 * 004224.0 * * 
 0  0  33301.78  0124.06 99 * 004226.0 * * 
/ 004242.0 b4
 0  0  33301.72  0123.50 99 * 004252.0 * * 
 0  0  33304.06  0124.95 99 * 004254.0 * * 
 0  0  33239.17  0085.44 99 * 004256.0 * * 
 0  0  33024.32 -0011.99 99 * 004258.0 * * 
 0  0  32908.60 -0088.93 99 * 004300.0 * * 
 0  0  33196.21  0087.80 99 * 004302.0 * * 
 0  0  33372.03  0099.34 99 * 004304.0 * * 
 0  0  33238.55 -0096.75 59 * 004306.0 * * 
 0  0  32719.33 -0509.49 19 * 004308.0 * * 
 0  0  32710.17 -0513.11 19 * 004310.0 * * 
 0  0  32770.83 -0472.69 19 * 004312.0 * * 
 0  0  32762.98 -0477.24 19 * 004314.0 * * 
 0  0  32777.23 -0467.39 19 * 004316.0 * * 
 0  0  32791.17 -0456.59 19 * 004318.0 * * 
/ 004334.0 a4
 0  0  32797.88 -0455.00 19 * 004356.0 * * 
 0  0  32802.65 -0456.12 19 * 004358.0 * * 
 0  0  32806.80 -0459.58 19 * 004400.0 * * 
 0  0  33284.21 -0150.83 79 * 004402.0 * * 
 0  0  33651.06  0010.78 69 * 004404.0 * * 
 0  0  33926.45  0186.86 99 * 004406.0 * * 
 0  0  33769.33  0030.79 99 * 004408.0 * * 
 0  0  33761.69  0016.29 99 * 004410.0 * * 
 0  0  33709.71 -0053.25 99 * 004412.0 * * 
 0  0  33710.96 -0052.10 89 * 004414.0 * * 
 0  0  33705.96 -0055.43 89 * 004416.0 * * 
 0  0  33705.71 -0055.44 89 * 004418.0 * * 
 0  0  33706.06 -0054.56 89 * 004420.0 * * 
 0  0  33705.50 -0055.14 99 * 004422.0 * * 
 0  0  33706.00 -0054.64 99 * 004424.0 * * 
 0  0  33705.65 -0055.04 99 * 004426.0 * * 
 0  0  33705.89 -0054.83 89 * 004428.0 * * 
 0  0  33705.62 -0055.22 99 * 004430.0 * * 
/ 004445.0 a5
 0  0  33705.87 -0055.57 99 * 004456.0 * * 
 0  0  33706.88 -0055.10 89 * 004458.0 * * 
 0  0  33705.53 -0055.57 89 * 004500.0 * * 
 0  0  33716.93 -0043.42 79 * 004502.0 * * 
 0  0  33721.01 -0038.32 69 * 004504.0 * * 
 0  0  33759.22  0016.27 99 * 004506.0 * * 
 0  0  33817.71  0126.39 99 * 004508.0 * * 
 0  0  34067.59  0256.01 49 * 004510.0 * * 
 0  0  34246.16  0324.49 59 * 004512.0 * * 
 0  0  33474.97 -0076.73 99 * 004514.0 * * 
 0  0  33312.78 -0038.25 99 * 004516.0 * * 
 0  0  33266.20 -0089.29 89 * 004518.0 * * 
 0  0  33265.35 -0091.00 89 * 004520.0 * * 
 0  0  33265.35 -0089.95 89 * 004522.0 * * 
 0  0  33265.73 -0090.39 89 * 004524.0 * * 
 0  0  33266.63 -0089.31 79 * 004526.0 * * 
 0  0  33267.15 -0089.93 89 * 004528.0 * * 
 0  0  33267.99 -0089.47 89 * 004530.0 * * 
 0  0  33270.98 -0088.17 79 * 004532.0 * * 
 0  0  33270.01 -0089.00 89 * 004534.0 * * 
 0  0  33271.20 -0088.34 79 * 004536.0 * * 
 0  0  33271.04 -0088.44 89 * 004538.0 * * 
/ 004554.0 b5
 0  0  33271.81 -0088.46 89 * 004606.0 * * 
 0  0  33270.51 -0088.96 89 * 004608.0 * * 
 0  0  33288.06 -0078.48 79 * 004610.0 * * 
 0  0  33187.59 -0035.25 79 * 004612.0 * * 
 0  0  32682.80 -0190.13 99 * 004614.0 * * 
 0  0  32643.52 -0116.53 79 * 004616.0 * * 
 0  0  32546.42 -0133.00 69 * 004618.0 * * 
 0  0  32512.55 -0124.02 59 * 004620.0 * * 
 0  0  32513.16 -0124.41 59 * 004622.0 * * 
 0  0  32516.46 -0122.59 59 * 004624.0 * * 
 0  0  32517.82 -0123.91 59 * 004626.0 * * 
 0  0  32520.72 -0123.23 59 * 004628.0 * * 
 0  0  32521.57 -0122.46 59 * 004630.0 * * 
 0  0  32522.10 -0122.49 59 * 004632.0 * * 
/ 004650.0 c5
 0  0  32524.20 -0122.77 59 * 004702.0 * * 
 0  0  32521.64 -0121.56 59 * 004704.0 * * 
 0  0  32521.51 -0120.84 59 * 004706.0 * * 
 0  0  32521.19 -0120.25 59 * 004708.0 * * 
 0  0  32522.98 -0135.04 59 * 004710.0 * * 
 0  0  32521.79 -0168.65 99 * 004712.0 * * 
 0  0  32171.06 -0329.33 79 * 004714.0 * * 
 0  0  31856.02 -0448.27 59 * 004716.0 * * 
 0  0  32032.02 -0334.63 69 * 004718.0 * * 
 0  0  32384.64 -0225.44 79 * 004720.0 * * 
 0  0  32618.44 -0146.46 69 * 004722.0 * * 
 0  0  32747.82 -0046.90 69 * 004724.0 * * 
 0  0  32721.13 -0065.77 79 * 004726.0 * * 
 0  0  32741.31 -0052.93 69 * 004728.0 * * 
 0  0  32707.55 -0059.05 59 * 004730.0 * * 
 0  0  32714.10 -0053.25 69 * 004732.0 * * 
 0  0  32682.72 -0057.29 69 * 004734.0 * * 
 0  0  32721.45 -0059.33 69 * 004736.0 * * 
 0  0  32739.93 -0050.39 69 * 004738.0 * * 
 0  0  32742.23 -0052.97 69 * 004740.0 * * 
 0  0  32753.61 -0052.81 69 * 004742.0 * * 
 0  0  32753.20 -0052.52 69 * 004744.0 * * 
 0  0  32752.41 -0051.06 69 * 004746.0 * * 
 0  0  32748.68 -0052.48 69 * 004748.0 * * 
/ 004802.0 d5
 0  0  32724.28 -0049.02 69 * 004814.0 * * 
 0  0  32503.65 -0098.96 59 * 004816.0 * * 
 0  0  32414.13 -0125.86 79 * 004818.0 * * 
 0  0  32633.03 -0095.45 69 * 004820.0 * * 
 0  0  33098.53  0070.92 99 * 004822.0 * * 
 0  0  33462.81  0208.63 89 * 004824.0 * * 
 0  0  33163.54  0007.08 69 * 004826.0 * * 
 0  0  33053.87  0017.93 79 * 004828.0 * * 
 0  0  33090.07 -0071.16 79 * 004830.0 * * 
 0  0  32932.84 -0173.39 69 * 004832.0 * * 
 0  0  32930.20 -0174.12 69 * 004834.0 * * 
 0  0  32929.40 -0174.90 69 * 004836.0 * * 
 0  0  32929.11 -0174.97 69 * 004838.0 * * 
 0  0  32929.54 -0174.86 59 * 004840.0 * * 
 0  0  32929.06 -0175.01 59 * 004842.0 * * 
 0  0  32929.37 -0175.08 59 * 004844.0 * * 
/ 004902.0 e5
 0  0  32929.78 -0174.25 69 * 004912.0 * * 
 0  0  32927.55 -0176.72 59 * 004914.0 * * 
 0  0  33033.63 -0083.69 99 * 004916.0 * * 
 0  0  32826.83 -0152.66 99 * 004918.0 * * 
 0  0  32846.15 -0121.32 99 * 004920.0 * * 
 0  0  33004.31 -0019.32 99 * 004922.0 * * 
 0  0  33017.12  0013.62 99 * 004924.0 * * 
 0  0  33012.83  0009.13 99 * 004926.0 * * 
 0  0  33012.95  0008.75 99 * 004928.0 * * 
 0  0  33013.20  0008.35 99 * 004930.0 * * 
 0  0  33013.48  0008.37 99 * 004932.0 * * 
 0  0  33013.35  0007.93 99 * 004934.0 * * 
/ 004947.0 fj
 0  0  33013.18  0008.71 99 * 005012.0 * * 
/ 005001.0 f5
 0  0  33011.67  0007.46 99 * 005014.0 * * 
 0  0  32906.14 -0068.83 99 * 005016.0 * * 
 0  0  32744.17 -0160.60 99 * 005018.0 * * 
 0  0  33178.03  0040.42 99 * 005020.0 * * 
 0  0  33301.62  0062.08 99 * 005022.0 * * 
 0  0  33299.03  0048.19 79 * 005024.0 * * 
 0  0  33302.30  0053.44 79 * 005026.0 * * 
 0  0  33302.04  0052.40 89 * 005028.0 * * 
 0  0  33302.10  0052.15 89 * 005030.0 * * 
 0  0  33302.37  0052.19 79 * 005032.0 * * 
 0  0  33302.17  0052.35 79 * 005034.0 * * 
/ 005050.0 g5
 0  0  33301.91  0052.78 79 * 005102.0 * * 
 0  0  33310.03  0060.09 79 * 005104.0 * * 
 0  0  33293.27  0049.00 99 * 005106.0 * * 
 0  0  33051.02 -0099.82 99 * 005108.0 * * 
 0  0  33051.03 -0078.14 99 * 005110.0 * * 
 0  0  33420.66  0097.22 99 * 005112.0 * * 
 0  0  33487.98  0074.84 99 * 005114.0 * * 
 0  0  33498.50  0082.39 99 * 005116.0 * * 
 0  0  33491.02  0076.50 99 * 005118.0 * * 
 0  0  33490.82  0076.33 99 * 005120.0 * * 
 0  0  33490.65  0076.68 99 * 005122.0 * * 
 0  0  33490.55  0076.69 99 * 005124.0 * * 
 0  0  33490.45  0076.51 99 * 005126.0 * * 
 0  0  33490.39  0076.75 99 * 005128.0 * * 
/ 005142.0 g6
 0  0  33490.56  0076.54 99 * 005156.0 * * 
 0  0  33495.68  0081.00 99 * 005158.0 * * 
 0  0  33499.46  0085.36 99 * 005200.0 * * 
 0  0  33414.41  0063.32 99 * 005202.0 * * 
 0  0  33372.12  0082.58 99 * 005204.0 * * 
 0  0  33315.55  0104.99 89 * 005206.0 * * 
 0  0  33136.92  0056.75 99 * 005208.0 * * 
 0  0  33138.01  0065.19 99 * 005210.0 * * 
 0  0  33135.58  0062.08 99 * 005212.0 * * 
 0  0  33136.23  0061.99 99 * 005214.0 * * 
 0  0  33135.77  0061.98 99 * 005216.0 * * 
 0  0  33135.88  0061.91 99 * 005218.0 * * 
 0  0  33135.69  0062.02 99 * 005220.0 * * 
 0  0  33135.84  0062.04 99 * 005222.0 * * 
 0  0  33135.69  0061.99 99 * 005224.0 * * 
 0  0  33136.06  0062.16 99 * 005226.0 * * 
/ 005241.0 f6
 0  0  33135.72  0061.69 99 * 005252.0 * * 
 0  0  33145.61  0070.94 89 * 005254.0 * * 
 0  0  33162.09  0084.75 79 * 005256.0 * * 
 0  0  33161.62  0085.23 79 * 005258.0 * * 
 0  0  33112.63  0080.68 69 * 005300.0 * * 
 0  0  32733.93 -0143.55 99 * 005302.0 * * 
 0  0  32564.95 -0217.91 99 * 005304.0 * * 
 0  0  32396.32 -0315.05 79 * 005306.0 * * 
 0  0  32383.03 -0326.73 89 * 005308.0 * * 
 0  0  32383.67 -0326.54 79 * 005310.0 * * 
 0  0  32383.49 -0326.74 79 * 005312.0 * * 
 0  0  32383.91 -0326.26 79 * 005314.0 * * 
/ 005329.0 e6
 0  0  32383.93 -0326.56 79 * 005342.0 * * 
 0  0  32384.17 -0325.96 79 * 005344.0 * * 
 0  0  32392.29 -0318.17 79 * 005346.0 * * 
 0  0  32527.92 -0271.17 89 * 005348.0 * * 
 0  0  32719.32 -0154.82 99 * 005350.0 * * 
 0  0  32851.94 -0095.53 69 * 005352.0 * * 
 0  0  33790.64  0448.98 39 * 005354.0 * * 
 0  0  34482.02  0921.69 19 * 005356.0 * * 
 0  0  34490.36  0924.94 29 * 005358.0 * * 
 0  0  34476.69  0929.25 29 * 005400.0 * * 
 0  0  34478.50  0928.43 29 * 005402.0 * * 
 0  0  34486.52  0932.00 29 * 005404.0 * * 
 0  0  34483.65  0932.73 29 * 005406.0 * * 
 0  0  34484.19  0933.06 29 * 005408.0 * * 
 0  0  34483.71  0932.41 39 * 005410.0 * * 
 0  0  34487.93  0934.88 29 * 005412.0 * * 
 0  0  34487.90  0935.00 39 * 005414.0 * * 
 0  0  34483.66  0934.62 39 * 005416.0 * * 
/ 005439.0 d6
 0  0  34455.57  0926.31 39 * 005500.0 * * 
 0  0  34412.48  0901.58 39 * 005502.0 * * 
 0  0  34039.29  0665.35 39 * 005504.0 * * 
 0  0  32985.78  0025.12 99 * 005506.0 * * 
 0  0  32980.48  0060.61 79 * 005508.0 * * 
 0  0  33094.67  0117.21 79 * 005510.0 * * 
 0  0  33094.19  0120.30 79 * 005512.0 * * 
 0  0  33092.99  0119.04 79 * 005514.0 * * 
 0  0  33090.40  0117.40 79 * 005516.0 * * 
 0  0  33088.05  0115.73 69 * 005518.0 * * 
 0  0  33087.32  0115.72 79 * 005520.0 * * 
 0  0  33087.28  0115.17 69 * 005522.0 * * 
 0  0  33087.30  0115.74 69 * 005524.0 * * 
 0  0  33087.45  0115.44 69 * 005526.0 * * 
/ 005548.0 c6
 0  0  33086.90  0115.15 69 * 005604.0 * * 
 0  0  33087.80  0115.19 69 * 005606.0 * * 
 0  0  33099.17  0126.44 79 * 005608.0 * * 
 0  0  32934.22  0012.62 69 * 005610.0 * * 
 0  0  33293.27  0162.69 99 * 005612.0 * * 
 0  0  33423.28  0089.00 99 * 005614.0 * * 
 0  0  33434.34  0056.08 99 * 005616.0 * * 
 0  0  33431.05  0053.00 99 * 005618.0 * * 
 0  0  33427.75  0050.00 99 * 005620.0 * * 
 0  0  33428.23  0050.11 99 * 005622.0 * * 
 0  0  33428.09  0050.15 99 * 005624.0 * * 
 0  0  33428.09  0050.75 99 * 005626.0 * * 
/ 005641.0 b6
 0  0  33427.73  0050.63 99 * 005652.0 * * 
 0  0  33427.81  0050.82 99 * 005654.0 * * 
 0  0  33427.68  0050.41 99 * 005656.0 * * 
 0  0  33427.51  0051.12 99 * 005658.0 * * 
 0  0  33429.09  0051.94 99 * 005700.0 * * 
 0  0  33439.79  0069.54 99 * 005702.0 * * 
 0  0  33540.76  0103.84 99 * 005704.0 * * 
 0  0  34213.42  0365.54 79 * 005706.0 * * 
 0  0  34789.06  0643.01 39 * 005708.0 * * 
 0  0  34627.82  0584.54 49 * 005710.0 * * 
 0  0  34685.08  0687.16 49 * 005712.0 * * 
 0  0  34694.35  0683.57 49 * 005714.0 * * 
 0  0  34684.92  0677.32 49 * 005716.0 * * 
 0  0  34686.32  0675.86 49 * 005718.0 * * 
